"stationid","datetime","local_date","tmin","tmax","rrr24","sshn","ff_max","dd_max","tm","td_m","um","pqnhm","ewm","p0max","p0min"
"40766","2013-08-29 00:00:00","1392-06-07 00:00:00","15.0","38.2","0.0","7.9","6","190","26.6","-8.79255","10.625","1013.92","3.33085","866.4","864.5"
"40766","2013-08-30 00:00:00","1392-06-08 00:00:00","14.1","33.8","0.0","7.4","8","290","24.0","-2.60083","15.75","1015.12","5.15099","867.2","865.4"
"40766","2013-08-31 00:00:00","1392-06-09 00:00:00","15.8","35.4","0.0","9.2","7","310","25.6","-1.66437","16.625","1015.35","5.46033","867.9","865.5"
"40766","2013-09-01 00:00:00","1392-06-10 00:00:00","14.4","36.9","0.0","9.6","6","290","25.7","-5.22918","13.0","1015.79","4.15292","868.4","866.1"
"40766","2013-09-02 00:00:00","1392-06-11 00:00:00","16.3","37.6","0.0","9.0","5","170","26.9","-7.28221","10.25","1017.85","3.63071","870.1","867.8"
"40766","2013-09-03 00:00:00","1392-06-12 00:00:00","15.3","38.0","0.0","9.1","5","170","26.6","-6.0143","11.375","1016.94","4.05152","869.7","866.6"
"40766","2013-09-04 00:00:00","1392-06-13 00:00:00","16.7","37.1","0.0","9.5","6","260","26.9","-4.95339","12.625","1014.58","4.2601","868.1","864.1"
"40766","2013-09-05 00:00:00","1392-06-14 00:00:00","15.0","37.1","0.0","10.5","9","260","26.0","-5.34065","12.375","1012.59","4.16185","865.4","863.5"
"40766","2013-09-06 00:00:00","1392-06-15 00:00:00","13.1","35.0","0.0","9.6","6","220","24.0","-7.10257","14.25","1014.63","4.04304","867.7","864.5"
"40766","2013-09-07 00:00:00","1392-06-16 00:00:00","10.7","34.6","0.0","11.0","8","280","22.6","-16.35","8.0","1016.94","1.91975","869.6","866.7"
"40766","2013-09-08 00:00:00","1392-06-17 00:00:00","10.4","35.9","0.0","10.7","8","290","23.2","-18.4159","5.25","1015.48","1.46148","868.3","865.3"
"40766","2013-09-09 00:00:00","1392-06-18 00:00:00","10.5","35.9","0.0","10.9","7","290","23.2","-14.1461","8.25","1016.59","2.14786","868.9","866.6"
"40766","2013-09-10 00:00:00","1392-06-19 00:00:00","10.5","33.9","0.0","10.8","7","300","22.2","-5.6463","15.625","1018.28","4.13068","871.2","868.0"
"40766","2013-09-11 00:00:00","1392-06-20 00:00:00","11.2","33.6","0.0","10.6","6","270","22.4","-9.52464","13.125","1016.53","3.24341","869.1","866.2"
"40766","2013-09-12 00:00:00","1392-06-21 00:00:00","10.0","35.2","0.0","10.6","6","200","22.6","-12.7507","9.125","1016.76","2.40232","869.5","866.7"
"40766","2013-09-13 00:00:00","1392-06-22 00:00:00","10.9","33.9","0.0","10.6","7","290","22.4","-11.8717","9.625","1019.59","2.51151","871.5","869.5"
"40766","2013-09-14 00:00:00","1392-06-23 00:00:00","10.0","34.2","0.0","10.7","5","290","22.1","-12.627","10.0","1018.98","2.4111","871.8","868.0"
"40766","2013-09-15 00:00:00","1392-06-24 00:00:00","9.5","34.6","0.0","10.3","8","280","22.0","-14.9461","8.125","1015.82","2.04979","868.9","865.5"
"40766","2013-09-16 00:00:00","1392-06-25 00:00:00","12.6","34.6","0.0","10.2","11","290","23.6","-6.32242","14.625","1014.64","3.8566","867.2","865.1"
"40766","2013-09-17 00:00:00","1392-06-26 00:00:00","11.8","33.5","0.0","10.7","9","230","22.6","-7.38713","14.75","1013.92","3.65217","866.3","864.5"
"40766","2013-09-18 00:00:00","1392-06-27 00:00:00","11.0","31.7","0.0","10.6","5","280","21.4","-5.27875","18.625","1015.11","4.21126","868.0","865.6"
"40766","2013-09-19 00:00:00","1392-06-28 00:00:00","9.9","32.6","0.0","10.5","7","230","21.3","-3.28836","19.75","1016.23","4.92556","868.4","866.5"
"40766","2013-09-20 00:00:00","1392-06-29 00:00:00","12.4","32.1","0.0","8.5","7","280","22.3","-0.455885","24.125","1016.99","5.98767","869.5","866.9"
"40766","2013-09-21 00:00:00","1392-06-30 00:00:00","11.3","31.3","0.0","10.4","5","290","21.3","-0.585184","23.625","1016.13","5.88414","868.7","866.1"
"40766","2013-09-22 00:00:00","1392-06-31 00:00:00","11.4","32.4","0.0","8.9","7","290","21.9","0.00968772","23.625","1012.95","6.1852","866.0","862.9"
"40766","2013-09-23 00:00:00","1392-07-01 00:00:00","13.0","31.2","0.0","9.5","8","280","22.1","2.9683","30.0","1012.78","7.59088","865.4","863.1"
"40766","2013-09-24 00:00:00","1392-07-02 00:00:00","11.6","28.4","0.0","10.4","8","250","20.0","3.13998","34.375","1014.26","7.67778","866.5","865.0"
"40766","2013-09-25 00:00:00","1392-07-03 00:00:00","12.4","25.7","0.0","10.3","8","290","19.0","2.75493","36.625","1016.63","7.49554","869.2","866.5"
"40766","2013-09-26 00:00:00","1392-07-04 00:00:00","7.6","27.5","0.0","10.0","3","60","17.5","-1.27735","30.375","1018.54","5.67308","871.0","868.4"
"40766","2013-09-27 00:00:00","1392-07-05 00:00:00","8.4","32.0","0.0","10.3","6","170","20.2","-9.31925","16.25","1016.52","3.154","869.1","866.1"
"40766","2013-09-28 00:00:00","1392-07-06 00:00:00","8.0","31.1","0.0","10.4","6","260","19.5","-12.8783","12.25","1016.23","2.37925","868.5","866.4"
"40766","2013-09-29 00:00:00","1392-07-07 00:00:00","6.6","29.2","0.0","10.4","6","300","17.9","-7.05149","17.375","1017.24","3.75503","869.9","867.1"
"40766","2013-09-30 00:00:00","1392-07-08 00:00:00","7.7","29.8","0.0","10.0","5","290","18.8","-7.76539","18.375","1016.18","3.48265","868.6","866.0"
"40766","2013-10-01 00:00:00","1392-07-09 00:00:00","8.0","32.2","0.0","10.3","6","200","20.1","-11.4414","14.125","1016.72","2.68128","868.9","866.4"
"40766","2013-10-02 00:00:00","1392-07-10 00:00:00","7.0","29.6","0.0","9.5","6","240","18.3","-10.8574","12.75","1018.39","2.76816","870.2","868.7"
"40766","2013-10-03 00:00:00","1392-07-11 00:00:00","13.3","32.2","0.0","9.6","8","240","22.8","-5.40028","15.0","1018.82","4.10109","870.9","869.0"
"40766","2013-10-04 00:00:00","1392-07-12 00:00:00","12.5","32.0","0.0","9.8","9","220","22.3","-4.44528","18.125","1017.54","4.46636","870.1","867.4"
"40766","2013-10-05 00:00:00","1392-07-13 00:00:00","10.6","30.8","0.0","9.8","9","240","20.7","-4.12873","21.125","1015.91","4.62513","867.9","866.2"
"40766","2013-10-06 00:00:00","1392-07-14 00:00:00","7.6","28.5","0.0","9.8","9","260","18.0","0.152159","30.625","1016.33","6.28057","868.7","867.0"
"40766","2013-10-07 00:00:00","1392-07-15 00:00:00","9.2","29.0","0.0","10.1","8","230","19.1","-7.10524","22.25","1017.38","4.24698","869.7","867.3"
"40766","2013-10-08 00:00:00","1392-07-16 00:00:00","5.5","26.8","0.0","10.2","6","290","16.1","-15.8121","12.375","1019.57","1.86913","872.0","869.2"
"40766","2013-10-09 00:00:00","1392-07-17 00:00:00","1.2","25.4","0.0","10.0","5","120","13.3","-12.6492","16.375","1020.23","2.48864","872.5","869.5"
"40766","2013-10-10 00:00:00","1392-07-18 00:00:00","5.0","26.2","0.0","10.0","8","100","15.6","-6.30081","24.375","1021.33","3.9026","873.5","870.8"
"40766","2013-10-11 00:00:00","1392-07-19 00:00:00","5.6","27.3","0.0","9.8","5","130","16.4","-7.86155","20.125","1021.22","3.44492","874.2","870.7"
"40766","2013-10-12 00:00:00","1392-07-20 00:00:00","5.5","27.5","0.0","9.5","6","120","16.5","-9.1031","17.75","1017.9","3.17757","871.1","867.2"
"40766","2013-10-13 00:00:00","1392-07-21 00:00:00","5.1","26.9","0.0","9.9","6","200","16.0","-15.9531","12.125","1016.03","2.05729","868.1","865.9"
"40766","2013-10-14 00:00:00","1392-07-22 00:00:00","3.8","26.3","0.0","10.0","8","160","15.0","-16.9972","12.5","1018.44","1.88262","871.1","868.3"
"40766","2013-10-15 00:00:00","1392-07-23 00:00:00","4.2","25.4","0.0","9.7","7","340","14.8","-10.689","17.0","1021.45","2.74183","873.5","871.0"
"40766","2013-10-16 00:00:00","1392-07-24 00:00:00","5.0","24.8","0.0","9.5","4","290","14.9","-9.60254","18.875","1022.09","3.04005","874.5","871.4"
"40766","2013-10-17 00:00:00","1392-07-25 00:00:00","3.6","25.0","0.0","9.4","3","300","14.3","-13.2646","14.25","1021.99","2.21016","874.1","871.2"
"40766","2013-10-18 00:00:00","1392-07-26 00:00:00","4.0","29.3","0.0","8.2","7","160","16.6","-13.0229","10.875","1021.72","2.30847","874.4","870.8"
"40766","2013-10-19 00:00:00","1392-07-27 00:00:00","16.5","28.8","0.0","4.4","9","240","22.6","-6.70271","13.875","1020.88","3.76413","872.8","870.4"
"40766","2013-10-20 00:00:00","1392-07-28 00:00:00","11.6","24.2","0.0","10.0","7","270","17.9","-3.82247","28.125","1021.46","4.84072","873.1","871.3"
"40766","2013-10-21 00:00:00","1392-07-29 00:00:00","4.6","20.7","0.0","10.0","5","340","12.7","-2.78707","35.375","1022.4","5.05549","873.8","872.1"
"40766","2013-10-22 00:00:00","1392-07-30 00:00:00","3.8","22.4","0.0","10.3","6","120","13.1","-9.90049","23.75","1021.83","3.01253","874.9","870.7"
"40766","2013-10-23 00:00:00","1392-08-01 00:00:00","0.3","25.0","0.0","9.9","3","140","12.6","-16.161","14.0","1020.06","1.78201","872.7","869.4"
"40766","2013-10-24 00:00:00","1392-08-02 00:00:00","1.2","24.5","0.0","9.8","3","210","12.9","-23.2584","11.8571","1021.05","1.17639","872.7","870.7"
"40766","2013-10-25 00:00:00","1392-08-03 00:00:00","1.6","23.8","0.0","8.4","6","110","12.7","-13.432","15.125","1021.62","2.32775","874.7","870.5"
"40766","2013-10-26 00:00:00","1392-08-04 00:00:00","9.8","25.7","0.0","1.2","10","170","17.8","-3.54315","28.5","1018.54","5.13614","870.7","867.8"
"40766","2013-10-27 00:00:00","1392-08-05 00:00:00","8.7","22.8","0.01","8.1","6","130","15.8","1.37807","40.625","1018.27","7.01996","870.1","868.5"
"40766","2013-10-28 00:00:00","1392-08-06 00:00:00","4.4","19.2","0.0","8.3","7","290","11.8","-5.93022","31.75","1019.81","3.97903","871.8","869.6"
"40766","2013-10-29 00:00:00","1392-08-07 00:00:00","-0.6","19.0","0.0","9.5","4","140","9.2","-7.52126","31.625","1021.53","3.50992","873.2","871.5"
"40766","2013-10-30 00:00:00","1392-08-08 00:00:00","-0.2","20.5","0.0","7.7","5","120","10.1","-10.101","23.875","1022.49","2.90056","874.0","871.9"
"40766","2013-10-31 00:00:00","1392-08-09 00:00:00","2.0","22.1","0.0","9.2","3","190","12.1","-9.33401","21.75","1023.69","3.05124","875.8","872.8"
"40766","2013-11-01 00:00:00","1392-08-10 00:00:00","7.0","20.2","0.1","2.4","5","120","13.6","2.46601","50.125","1023.69","7.67156","875.8","873.1"
"40766","2013-11-02 00:00:00","1392-08-11 00:00:00","9.9","13.4","36.0","0.6","6","260","11.6","8.44899","90.375","1021.93","11.0794","873.0","871.3"
"40766","2013-11-03 00:00:00","1392-08-12 00:00:00","8.8","16.1","7.0","2.2","8","220","12.5","8.28948","86.625","1021.75","10.9439","873.4","871.2"
"40766","2013-11-04 00:00:00","1392-08-13 00:00:00","6.2","16.5","0.0","9.0","4","280","11.4","6.19925","77.625","1024.29","9.50204","875.6","873.2"
"40766","2013-11-05 00:00:00","1392-08-14 00:00:00","2.8","18.2","0.0","9.6","3","150","10.5","3.30637","66.75","1025.78","7.79413","877.3","875.0"
"40766","2013-11-06 00:00:00","1392-08-15 00:00:00","2.4","19.8","0.0","9.4","3","320","11.1","1.86636","61.625","1024.48","7.09012","876.2","873.7"
"40766","2013-11-07 00:00:00","1392-08-16 00:00:00","2.2","20.6","0.0","7.0","3","160","11.4","2.66277","58.75","1023.45","7.48584","875.2","872.9"
"40766","2013-11-08 00:00:00","1392-08-17 00:00:00","10.4","14.8","13.0","0.1","6","120","12.6","9.69625","84.75","1022.71","12.0974","874.9","871.7"
"40766","2013-11-09 00:00:00","1392-08-18 00:00:00","10.4","17.2","4.9","1.1","6","110","13.8","7.51948","70.25","1022.59","10.4753","875.1","872.4"
"40766","2013-11-10 00:00:00","1392-08-19 00:00:00","11.3","18.0","0.21","0.2","7","90","14.6","5.76747","53.625","1022.63","9.22544","873.5","872.6"
"40766","2013-11-11 00:00:00","1392-08-20 00:00:00","11.0","16.2","16.11","1.0","5","110","13.6","8.82045","83.125","1023.85","11.349","875.1","873.2"
"40766","2013-11-12 00:00:00","1392-08-21 00:00:00","7.0","18.0","0.0","7.8","4","310","12.5","8.10549","81.625","1021.78","10.8253","874.2","871.1"
"40766","2013-11-13 00:00:00","1392-08-22 00:00:00","6.8","11.1","5.3","0.8","4","300","9.0","6.86697","90.25","1018.9","9.95485","870.3","869.4"
"40766","2013-11-14 00:00:00","1392-08-23 00:00:00","3.0","14.5","0.0","6.2","3","150","8.8","5.17208","82.125","1019.15","8.84587","870.8","869.4"
"40766","2013-11-15 00:00:00","1392-08-24 00:00:00","2.0","16.5","0.0","8.4","3","240","9.3","3.98388","74.25","1019.8","8.1533","871.7","869.9"
"40766","2013-11-16 00:00:00","1392-08-25 00:00:00","3.3","15.8","0.1","5.5","6","350","9.6","2.95585","70.125","1020.13","7.57756","872.0","870.3"
"40766","2013-11-17 00:00:00","1392-08-26 00:00:00","3.1","15.6","0.0","6.8","3","220","9.4","2.48494","69.375","1020.35","7.34467","872.3","870.2"
"40766","2013-11-18 00:00:00","1392-08-27 00:00:00","1.0","15.3","0.01","3.3","5","90","8.1","3.16232","67.625","1021.29","7.70305","872.9","870.9"
"40766","2013-11-19 00:00:00","1392-08-28 00:00:00","7.5","15.9","1.3","1.2","8","110","11.7","5.6933","65.75","1021.75","9.17785","873.8","871.7"
"40766","2013-11-20 00:00:00","1392-08-29 00:00:00","9.6","13.2","19.8","0.0","8","100","11.4","7.40812","87.625","1019.74","10.3093","871.2","869.4"
"40766","2013-11-21 00:00:00","1392-08-30 00:00:00","6.9","9.2","0.8","0.0","5","100","8.1","5.2738","86.75","1016.15","8.89432","869.7","865.9"
"40766","2013-11-22 00:00:00","1392-09-01 00:00:00","4.7","12.0","0.0","3.9","4","100","8.4","3.62452","73.875","1016.25","7.92805","868.5","866.6"
"40766","2013-11-23 00:00:00","1392-09-02 00:00:00","3.8","12.4","0.0","0.0","4","270","8.1","3.51171","76.0","1018.09","7.86626","869.8","868.3"
"40766","2013-11-24 00:00:00","1392-09-03 00:00:00","2.0","14.4","0.0","9.0","5","320","8.2","1.94515","70.125","1020.94","7.0559","872.5","870.5"
"40766","2013-11-25 00:00:00","1392-09-04 00:00:00","0.2","16.0","0.0","8.0","3","280","8.1","2.41559","69.5","1022.23","7.31688","874.4","871.5"
"40766","2013-11-26 00:00:00","1392-09-05 00:00:00","1.6","16.2","0.0","6.5","4","300","8.9","2.46742","67.0","1022.49","7.32779","873.8","872.2"
"40766","2013-11-27 00:00:00","1392-09-06 00:00:00","1.4","18.0","0.0","8.5","5","270","9.7","1.67671","65.125","1024.36","6.94977","875.9","873.8"
"40766","2013-11-28 00:00:00","1392-09-07 00:00:00","2.4","19.4","0.4","2.7","8","290","10.9","2.87331","61.125","1023.62","7.60504","875.5","872.5"
"40766","2013-11-29 00:00:00","1392-09-08 00:00:00","8.2","17.4","2.31","1.7","7","150","12.8","3.05078","52.5","1022.81","7.77165","874.8","872.1"
"40766","2013-11-30 00:00:00","1392-09-09 00:00:00","11.5","18.4","0.0","1.0","6","100","14.9","1.00521","44.5","1023.11","6.65346","877.0","871.6"
"40766","2013-12-01 00:00:00","1392-09-10 00:00:00","2.4","17.4","0.0","8.8","3","100","9.9","1.89124","66.375","1028.37","7.08576","879.8","877.5"
"40766","2013-12-02 00:00:00","1392-09-11 00:00:00","0.3","14.8","0.0","3.6","2","120","7.6","1.44587","69.5","1025.27","6.81179","878.2","872.5"
"40766","2013-12-03 00:00:00","1392-09-12 00:00:00","1.6","18.6","0.0","8.2","6","290","10.1","0.224672","55.75","1018.66","6.331","871.8","867.7"
"40766","2013-12-04 00:00:00","1392-09-13 00:00:00","6.8","12.0","10.0","0.0","5","100","9.4","6.16755","86.125","1018.09","9.47592","869.8","868.5"
"40766","2013-12-05 00:00:00","1392-09-14 00:00:00","7.8","12.1","12.0","0.0","8","110","10.0","6.19181","77.875","1014.91","9.48239","868.6","863.3"
"40766","2013-12-06 00:00:00","1392-09-15 00:00:00","5.0","11.3","9.7","3.6","6","320","8.1","3.72842","81.375","1016.33","7.9917","870.8","864.7"
"40766","2013-12-07 00:00:00","1392-09-16 00:00:00","0.2","12.3","0.0","8.0","5","290","6.3","-0.388516","67.5","1020.58","6.00719","872.4","870.4"
"40766","2013-12-08 00:00:00","1392-09-17 00:00:00","1.3","11.6","0.0","1.6","4","200","6.5","0.42439","65.125","1020.04","6.30388","872.2","869.8"
"40766","2013-12-09 00:00:00","1392-09-18 00:00:00","4.4","10.5","0.7","2.0","8","290","7.4","0.261283","67.125","1016.22","6.361","869.4","865.7"
"40766","2013-12-10 00:00:00","1392-09-19 00:00:00","-6.0","5.4","0.0","8.9","6","270","-0.3","-9.2269","54.75","1016.59","3.09654","869.0","867.0"
"40766","2013-12-11 00:00:00","1392-09-20 00:00:00","-6.5","8.4","0.0","5.5","7","100","0.9","-10.0174","45.375","1014.71","3.03222","867.9","864.9"
"40766","2013-12-12 00:00:00","1392-09-21 00:00:00","1.4","10.6","7.1","0.0","9","100","6.0","1.9878","71.0","1012.25","7.06511","866.9","862.0"
"40766","2013-12-13 00:00:00","1392-09-22 00:00:00","4.6","8.4","8.1","0.0","10","190","6.5","3.67138","79.75","1015.37","7.96551","868.4","865.6"
"40766","2013-12-14 00:00:00","1392-09-23 00:00:00","5.1","9.7","1.4","2.2","7","230","7.4","-3.9166","56.5","1017.72","4.72555","871.7","866.2"
"40766","2013-12-15 00:00:00","1392-09-24 00:00:00","-5.5","5.1","0.4","8.0","5","290","-0.2","-5.70105","68.25","1022.64","4.00327","875.0","871.7"
"40766","2013-12-16 00:00:00","1392-09-25 00:00:00","-6.3","6.6","0.4","7.8","7","120","0.1","-5.19511","68.75","1025.36","4.16246","876.6","875.1"
"40766","2013-12-17 00:00:00","1392-09-26 00:00:00","-4.4","7.2","0.0","9.2","7","120","1.4","-5.78792","63.0","1024.57","3.97774","876.2","873.6"
"40766","2013-12-18 00:00:00","1392-09-27 00:00:00","-6.4","8.4","0.0","7.8","8","120","1.0","-5.85762","61.75","1024.35","3.95138","876.5","873.4"
"40766","2013-12-19 00:00:00","1392-09-28 00:00:00","-1.2","2.2","5.0","0.0","4","110","0.5","-0.584937","92.0","1022.3","5.88476","873.9","871.8"
"40766","2013-12-20 00:00:00","1392-09-29 00:00:00","-0.2","6.2","0.4","5.3","5","110","3.0","-2.01078","78.75","1025.94","5.33235","877.7","873.9"
"40766","2013-12-21 00:00:00","1392-09-30 00:00:00","-5.8","6.5","0.0","9.0","8","90","0.3","-6.38023","63.0","1025.92","3.80419","877.5","874.8"
"40766","2013-12-22 00:00:00","1392-10-01 00:00:00","-4.8","7.2","0.0","9.1","7","100","1.2","-6.13964","58.125","1025.43","3.86534","876.7","874.7"
"40766","2013-12-23 00:00:00","1392-10-02 00:00:00","-4.7","7.3","0.0","9.0","7","110","1.3","-7.89567","55.75","1028.98","3.38286","880.0","877.4"
"40766","2013-12-24 00:00:00","1392-10-03 00:00:00","-7.0","7.2","0.0","9.0","5","90","0.1","-8.00746","63.0","1031.47","3.35279","881.8","880.0"
"40766","2013-12-25 00:00:00","1392-10-04 00:00:00","-7.2","7.9","0.0","8.6","4","110","0.4","-7.69662","61.125","1031.3","3.43495","882.3","879.5"
"40766","2013-12-26 00:00:00","1392-10-05 00:00:00","-7.7","9.0","0.0","9.1","4","110","0.7","-9.82838","51.375","1029.18","2.91321","880.8","877.6"
"40766","2013-12-27 00:00:00","1392-10-06 00:00:00","-6.6","8.7","0.0","6.3","3","90","1.0","-8.32577","54.375","1027.49","3.27483","878.9","876.2"
"40766","2013-12-28 00:00:00","1392-10-07 00:00:00","-6.5","10.6","0.0","8.7","3","180","2.1","-8.18824","54.875","1026.76","3.31327","877.8","876.0"
"40766","2013-12-29 00:00:00","1392-10-08 00:00:00","-4.6","11.1","0.0","9.2","7","110","3.3","-10.4842","43.25","1025.34","2.76834","877.4","873.8"
"40766","2013-12-30 00:00:00","1392-10-09 00:00:00","-3.3","10.0","0.0","3.5","7","120","3.3","-8.10594","44.625","1022.61","3.32843","875.0","871.3"
"40766","2013-12-31 00:00:00","1392-10-10 00:00:00","-1.6","9.5","7.01","0.2","7","130","4.0","-0.803321","72.375","1019.9","5.94753","871.6","869.4"
"40766","2014-01-01 00:00:00","1392-10-11 00:00:00","0.2","5.0","15.8","0.0","6","130","2.6","1.175","92.75","1019.35","6.66123","873.3","867.9"
"40766","2014-01-02 00:00:00","1392-10-12 00:00:00","0.4","5.2","3.0","0.4","4","110","2.8","-0.9875","79.125","1024.08","5.70575","875.5","873.3"
"40766","2014-01-03 00:00:00","1392-10-13 00:00:00","-3.0","6.1","0.0","4.6","5","90","1.5","-3.4125","75.125","1024.99","4.75655","876.6","874.6"
"40766","2014-01-04 00:00:00","1392-10-14 00:00:00","-2.6","3.8","0.0","8.4","8","120","0.6","-4.4625","73.375","1024.42","4.39758","875.7","874.0"
"40766","2014-01-05 00:00:00","1392-10-15 00:00:00","-3.4","1.4","1.01","0.0","6","120","-1.0","-4.475","77.125","1022.29","4.32948","874.3","871.6"
"40766","2014-01-06 00:00:00","1392-10-16 00:00:00","-1.6","4.8","0.3","3.8","6","100","1.6","-3.6375","75.375","1018.38","4.67493","870.9","868.3"
"40766","2014-01-07 00:00:00","1392-10-17 00:00:00","-3.3","5.9","0.0","9.1","7","110","1.3","-5.35","66.875","1020.16","4.11254","872.5","868.8"
"40766","2014-01-08 00:00:00","1392-10-18 00:00:00","-6.6","7.3","0.0","9.0","5","110","0.4","-6.875","67.125","1022.81","3.66993","874.8","872.0"
"40766","2014-01-09 00:00:00","1392-10-19 00:00:00","-5.8","6.3","0.0","9.4","7","110","0.3","-9.5375","54.625","1025.19","2.97558","877.3","874.4"
"40766","2014-01-10 00:00:00","1392-10-20 00:00:00","-5.8","8.0","0.0","6.2","9","150","1.1","-9.525","47.0","1022.29","2.96376","875.1","870.6"
"40766","2014-01-11 00:00:00","1392-10-21 00:00:00","-5.6","3.1","7.5","0.0","7","110","-1.3","-1.5375","91.75","1019.39","7.44712","871.2","869.5"
"40766","2014-01-12 00:00:00","1392-10-22 00:00:00","-1.3","3.4","0.0","0.0","3","270","1.1","-2.125","86.25","1024.05","5.24199","875.5","872.1"
"40766","2014-01-13 00:00:00","1392-10-23 00:00:00","-4.9","3.8","0.0","2.6","4","270","-0.6","-3.1","83.7143","1024.8","4.78648","876.5","874.3"
"40766","2014-01-14 00:00:00","1392-10-24 00:00:00","-3.7","8.5","0.0","1.2","2","270","2.4","-0.6875","80.5","1023.3","5.74514","874.5","872.9"
"40766","2014-01-15 00:00:00","1392-10-25 00:00:00","-1.1","8.6","0.0","0.7","4","140","3.8","0.1","82.875","1023.81","6.16136","875.9","872.9"
"40766","2014-01-16 00:00:00","1392-10-26 00:00:00","-3.2","9.4","0.0","8.4","8","110","3.1","-2.1625","76.25","1027.09","5.237","878.4","876.0"
"40766","2014-01-17 00:00:00","1392-10-27 00:00:00","-5.1","9.2","1.0","5.3","8","120","2.0","-2.7125","74.5","1022.14","5.07107","875.7","869.8"
"40766","2014-01-18 00:00:00","1392-10-28 00:00:00","0.2","6.4","8.0","2.1","8","90","3.3","-0.5","83.0","1017.63","5.90863","870.9","866.5"
"40766","2014-01-19 00:00:00","1392-10-29 00:00:00","-3.7","8.4","0.0","8.4","4","130","2.3","-2.125","77.875","1023.18","5.22542","874.5","871.8"
"40766","2014-01-20 00:00:00","1392-10-30 00:00:00","-2.0","11.5","0.0","9.2","4","80","4.8","-1.575","74.0","1023.57","5.47943","875.0","872.6"
"40766","2014-01-21 00:00:00","1392-11-01 00:00:00","-3.9","13.8","0.0","8.0","3","140","4.9","-1.85","71.625","1023.52","5.38155","874.9","873.2"
"40766","2014-01-22 00:00:00","1392-11-02 00:00:00","-3.3","14.8","0.0","7.4","4","180","5.8","-2.925","64.25","1022.26","4.95184","874.2","871.3"
"40766","2014-01-23 00:00:00","1392-11-03 00:00:00","-5.1","14.7","0.0","8.9","6","200","4.8","-8.475","45.375","1019.39","3.31668","871.9","868.9"
"40766","2014-01-24 00:00:00","1392-11-04 00:00:00","-1.3","13.6","0.0","9.0","7","220","6.2","-3.3625","53.5","1018.76","4.79938","870.7","868.6"
"40766","2014-01-25 00:00:00","1392-11-05 00:00:00","1.4","13.2","0.0","6.1","4","220","7.3","-0.4625","62.125","1020.72","5.9461","872.5","870.1"
"40766","2014-01-26 00:00:00","1392-11-06 00:00:00","0.0","14.2","0.0","6.5","5","100","7.1","-1.575","62.0","1021.15","5.47348","873.0","870.7"
"40766","2014-01-27 00:00:00","1392-11-07 00:00:00","-2.1","9.9","14.0","1.0","7","110","3.9","-0.9125","60.125","1020.33","5.98728","873.1","868.9"
"40766","2014-01-28 00:00:00","1392-11-08 00:00:00","4.8","11.4","13.7","0.2","15","100","8.1","2.4","73.0","1016.76","7.33494","869.5","865.1"
"40766","2014-01-29 00:00:00","1392-11-09 00:00:00","5.9","13.8","7.0","5.6","3","270","9.9","3.8625","78.125","1020.57","8.09807","873.0","869.1"
"40766","2014-01-30 00:00:00","1392-11-10 00:00:00","0.0","15.1","0.0","8.6","4","80","7.6","2.2375","71.8571","1020.92","7.31162","873.2","870.3"
"40766","2014-01-31 00:00:00","1392-11-11 00:00:00","1.9","12.1","0.0","9.5","5","280","7.0","-1.8625","61.125","1019.62","5.38197","871.9","869.6"
"40766","2014-02-01 00:00:00","1392-11-12 00:00:00","-1.9","5.8","0.0","5.4","9","110","2.0","-7.1","52.875","1018.51","4.09956","870.3","868.5"
"40766","2014-02-02 00:00:00","1392-11-13 00:00:00","-3.6","2.4","0.0","7.1","10","100","-0.6","-11.4625","44.625","1018.44","2.60554","870.7","868.4"
"40766","2014-02-03 00:00:00","1392-11-14 00:00:00","-2.4","1.4","5.7","0.0","10","90","-0.5","-5.9625","75.5","1016.18","3.97161","868.6","865.8"
"40766","2014-02-04 00:00:00","1392-11-15 00:00:00","-4.0","-1.0","3.6","0.0","6","110","-2.5","-5.225","82.5","1014.88","4.14655","867.2","865.0"
"40766","2014-02-05 00:00:00","1392-11-16 00:00:00","-4.3","0.0","9.01","4.7","5","160","-2.2","-8.725","76.625","1015.05","3.28594","869.8","863.7"
"40766","2014-02-06 00:00:00","1392-11-17 00:00:00","-13.7","-2.2","0.0","9.4","5","110","-7.9","-12.8125","66.75","1018.86","2.42061","871.0","868.9"
"40766","2014-02-07 00:00:00","1392-11-18 00:00:00","-10.6","0.0","0.0","9.6","5","100","-5.3","-11.5","63.625","1020.54","2.57098","872.0","870.2"
"40766","2014-02-08 00:00:00","1392-11-19 00:00:00","-8.5","2.5","0.0","9.8","5","120","-3.0","-9.25","64.5","1021.31","3.08884","872.9","871.4"
"40766","2014-02-09 00:00:00","1392-11-20 00:00:00","-8.8","5.7","0.0","9.4","4","100","-1.6","-8.1375","65.75","1023.18","3.34947","874.9","872.5"
"40766","2014-02-10 00:00:00","1392-11-21 00:00:00","-7.9","9.3","0.0","9.5","3","140","0.7","-5.725","65.75","1021.28","4.09147","873.5","870.5"
"40766","2014-02-11 00:00:00","1392-11-22 00:00:00","-5.6","11.7","0.0","6.2","4","280","3.0","-5.8375","58.1429","1017.38","3.91393","870.7","866.6"
