"stationid","datetime","local_date","tmin","tmax","rrr24","sshn","ff_max","dd_max","tm","td_m","um","pqnhm","ewm","p0max","p0min"
"40766","2010-01-01 00:00:00","1388-10-11 00:00:00","3.8","9.6","0.01","3.2","8","290","6.7","2.52077","82.625","1016.06","7.33985","869.3","865.6"
"40766","2010-01-02 00:00:00","1388-10-12 00:00:00","-1.8","10.1","0.0","5.7","7","270","4.2","1.38308","85.25","1019.98","6.82947","872.0","869.6"
"40766","2010-01-03 00:00:00","1388-10-13 00:00:00","-1.3","15.1","0.0","8.6","6","190","6.9","0.369574","68.125","1020.47","6.30819","872.2","870.0"
"40766","2010-01-04 00:00:00","1388-10-14 00:00:00","3.9","15.2","0.0","8.4","7","180","9.6","-1.42967","44.75","1020.44","5.51651","871.9","870.6"
"40766","2010-01-05 00:00:00","1388-10-15 00:00:00","5.4","16.0","0.0","9.3","5","190","10.7","-1.92364","47.0","1020.77","5.31857","872.5","870.3"
"40766","2010-01-06 00:00:00","1388-10-16 00:00:00","-1.6","14.1","0.0","8.5","6","280","6.3","-0.281269","70.125","1022.26","5.99878","873.8","872.0"
"40766","2010-01-07 00:00:00","1388-10-17 00:00:00","-2.2","14.0","0.0","2.9","4","110","5.9","-1.5096","66.875","1024.08","5.48167","875.5","873.7"
"40766","2010-01-08 00:00:00","1388-10-18 00:00:00","-3.3","15.3","0.0","8.4","2","110","6.0","-1.17633","68.125","1025.09","5.62767","876.7","874.4"
"40766","2010-01-09 00:00:00","1388-10-19 00:00:00","-3.4","13.3","0.0","4.5","7","90","4.9","-2.50907","62.25","1024.75","5.10158","876.1","873.9"
"40766","2010-01-10 00:00:00","1388-10-20 00:00:00","0.0","13.5","0.0","9.3","11","110","6.8","-5.40882","48.625","1025.14","4.10513","876.2","874.6"
"40766","2010-01-11 00:00:00","1388-10-21 00:00:00","-4.0","13.4","0.0","8.6","5","270","4.7","-4.31659","55.25","1024.29","4.44859","876.2","873.4"
"40766","2010-01-12 00:00:00","1388-10-22 00:00:00","-3.5","16.2","0.0","7.3","5","210","6.4","-4.91945","50.75","1023.04","4.26542","874.6","872.1"
"40766","2010-01-13 00:00:00","1388-10-23 00:00:00","3.3","13.7","0.0","0.0","12","100","8.5","-8.44621","29.875","1020.27","3.30551","873.0","869.4"
"40766","2010-01-14 00:00:00","1388-10-24 00:00:00","3.4","15.0","0.0","6.1","8","180","9.2","-1.64001","42.125","1022.07","5.48892","873.8","870.2"
"40766","2010-01-15 00:00:00","1388-10-25 00:00:00","7.2","14.5","2.01","1.1","8","90","10.9","1.42475","56.625","1024.52","6.8672","875.4","874.0"
"40766","2010-01-16 00:00:00","1388-10-26 00:00:00","2.9","17.4","0.0","7.5","5","180","10.1","1.00492","61.25","1026.51","6.60129","878.1","875.3"
"40766","2010-01-17 00:00:00","1388-10-27 00:00:00","2.6","17.7","0.0","6.5","4","360","10.2","1.79921","61.5","1028.28","6.97263","879.2","877.4"
"40766","2010-01-18 00:00:00","1388-10-28 00:00:00","1.0","17.7","0.0","4.3","8","90","9.4","-2.35603","51.75","1023.65","5.4852","876.8","871.4"
"40766","2010-01-19 00:00:00","1388-10-29 00:00:00","1.8","14.9","0.0","2.0","10","150","8.3","-3.19189","40.75","1018.85","4.9104","871.2","868.6"
"40766","2010-01-20 00:00:00","1388-10-30 00:00:00","0.8","16.4","3.0","6.5","10","180","8.6","1.5519","69.75","1020.47","7.00721","872.4","869.5"
"40766","2010-01-21 00:00:00","1388-11-01 00:00:00","4.3","6.5","17.0","0.0","7","280","5.4","4.32942","94.5","1020.35","8.32737","872.2","870.2"
"40766","2010-01-22 00:00:00","1388-11-02 00:00:00","3.8","11.1","0.0","6.7","3","270","7.5","1.58552","78.125","1022.3","6.93482","874.4","871.9"
"40766","2010-01-23 00:00:00","1388-11-03 00:00:00","-2.1","12.9","0.0","8.7","3","140","5.4","-0.0586157","75.125","1023.24","6.10682","875.2","872.6"
"40766","2010-01-24 00:00:00","1388-11-04 00:00:00","-2.4","14.0","0.0","4.4","6","150","5.8","-0.638605","64.625","1018.86","5.90648","872.3","867.8"
"40766","2010-01-25 00:00:00","1388-11-05 00:00:00","-2.1","13.4","4.01","2.4","9","250","5.6","2.79666","68.0","1012.37","7.61891","865.9","862.6"
"40766","2010-01-26 00:00:00","1388-11-06 00:00:00","1.0","6.6","2.0","4.4","10","240","3.8","-3.57445","69.0","1017.71","4.84513","872.2","865.1"
"40766","2010-01-27 00:00:00","1388-11-07 00:00:00","-6.8","5.3","0.0","9.6","4","280","-0.8","-7.55546","64.375","1020.25","3.47706","872.0","870.0"
"40766","2010-01-28 00:00:00","1388-11-08 00:00:00","-7.9","8.8","0.0","8.4","4","150","0.5","-7.40508","58.125","1019.4","3.53971","872.1","868.8"
"40766","2010-01-29 00:00:00","1388-11-09 00:00:00","-7.5","12.3","0.0","3.6","9","150","2.4","-7.26601","35.125","1016.96","3.57597","870.2","866.9"
"40766","2010-01-30 00:00:00","1388-11-10 00:00:00","-1.6","14.7","0.0","8.5","2","150","6.5","-3.12104","53.5","1022.98","4.87756","874.4","871.4"
"40766","2010-01-31 00:00:00","1388-11-11 00:00:00","","8.8","7.7","0.4","7","120","","3.75274","84.875","1022.93","8.09562","875.4","872.1"
"40766","2010-02-01 00:00:00","1388-11-12 00:00:00","5.0","16.1","4.0","7.4","6","180","10.6","6.13626","75.25","1018.54","9.45262","871.2","868.7"
"40766","2010-02-02 00:00:00","1388-11-13 00:00:00","1.0","16.2","0.0","6.8","5","110","8.6","3.29817","70.75","1017.57","7.75057","870.0","867.5"
"40766","2010-02-03 00:00:00","1388-11-14 00:00:00","3.6","14.0","5.01","0.5","5","20","8.8","5.70787","82.25","1013.18","9.20901","867.0","862.7"
"40766","2010-02-04 00:00:00","1388-11-15 00:00:00","2.1","7.7","35.01","1.2","9","280","4.9","1.93524","82.125","1007.63","7.14437","861.5","858.6"
"40766","2010-02-05 00:00:00","1388-11-16 00:00:00","-1.6","3.4","0.6","6.6","10","240","0.9","-6.89411","61.625","1011.13","3.69633","866.5","860.5"
"40766","2010-02-06 00:00:00","1388-11-17 00:00:00","-6.7","0.0","0.8","0.0","9","100","-3.3","-5.30406","84.0","1015.0","4.19255","867.8","865.4"
"40766","2010-02-07 00:00:00","1388-11-18 00:00:00","-8.7","2.3","1.0","8.5","4","180","-3.2","-6.97203","74.875","1020.2","3.64054","874.0","866.2"
"40766","2010-02-08 00:00:00","1388-11-19 00:00:00","-8.5","2.8","0.0","7.0","5","140","-2.8","-7.76209","70.625","1022.87","3.42622","875.0","872.3"
"40766","2010-02-09 00:00:00","1388-11-20 00:00:00","-6.4","5.9","0.0","2.7","4","270","-0.3","-3.97024","72.25","1018.59","4.65651","871.3","867.9"
"40766","2010-02-10 00:00:00","1388-11-21 00:00:00","-6.0","10.2","0.0","0.8","7","270","2.1","-1.45518","76.375","1018.31","5.51422","871.0","867.7"
"40766","2010-02-11 00:00:00","1388-11-22 00:00:00","-4.1","11.6","0.0","7.2","6","90","3.8","-1.5137","69.375","1021.73","5.50827","873.1","871.1"
"40766","2010-02-12 00:00:00","1388-11-23 00:00:00","-2.3","13.7","0.0","6.8","3","260","5.7","-0.574591","67.375","1023.76","5.87012","874.8","873.1"
"40766","2010-02-13 00:00:00","1388-11-24 00:00:00","-2.0","16.2","0.0","0.8","3","330","7.1","-0.500211","64.375","1023.78","5.92951","875.6","873.0"
"40766","2010-02-14 00:00:00","1388-11-25 00:00:00","0.0","16.4","0.0","7.9","5","270","8.2","0.656804","65.5","1023.98","6.41621","875.5","873.6"
"40766","2010-02-15 00:00:00","1388-11-26 00:00:00","-1.8","18.2","0.0","4.9","3","90","8.2","0.436444","66.25","1023.68","6.33166","875.8","872.7"
"40766","2010-02-16 00:00:00","1388-11-27 00:00:00","0.0","18.6","0.4","4.3","4","270","9.3","1.18329","55.375","1022.12","6.71684","873.8","871.5"
"40766","2010-02-17 00:00:00","1388-11-28 00:00:00","1.5","21.0","0.1","5.5","6","100","11.3","4.57934","51.625","1021.62","8.50616","873.1","871.4"
"40766","2010-02-18 00:00:00","1388-11-29 00:00:00","5.6","21.8","0.0","7.4","9","220","13.7","3.61395","52.25","1020.7","7.93032","872.8","869.5"
"40766","2010-02-19 00:00:00","1388-11-30 00:00:00","6.6","21.0","0.0","6.2","12","210","13.8","3.52043","47.0","1014.94","7.91764","869.1","863.9"
"40766","2010-02-20 00:00:00","1388-12-01 00:00:00","6.5","13.8","0.01","5.6","6","270","10.1","2.14757","63.25","1013.89","7.17618","867.5","864.4"
"40766","2010-02-21 00:00:00","1388-12-02 00:00:00","-0.6","16.4","0.0","8.7","7","270","7.9","1.50735","65.75","1016.84","6.84223","869.8","867.0"
"40766","2010-02-22 00:00:00","1388-12-03 00:00:00","2.7","16.5","0.0","2.0","12","230","9.6","1.12815","58.125","1013.26","6.67264","866.8","861.9"
"40766","2010-02-23 00:00:00","1388-12-04 00:00:00","1.8","12.0","0.0","0.0","5","280","6.9","0.146304","59.0","1015.08","6.22652","867.7","865.5"
"40766","2010-02-24 00:00:00","1388-12-05 00:00:00","3.6","13.4","0.0","5.0","5","270","8.5","-1.49901","53.375","1013.21","5.50098","866.2","863.7"
"40766","2010-02-25 00:00:00","1388-12-06 00:00:00","-2.0","14.1","0.0","4.8","4","200","6.1","-2.77856","57.5","1011.58","4.99182","864.4","862.3"
"40766","2010-02-26 00:00:00","1388-12-07 00:00:00","0.0","8.6","19.0","0.0","9","120","4.3","0.686311","82.25","1009.03","6.51906","863.4","859.4"
"40766","2010-02-27 00:00:00","1388-12-08 00:00:00","1.2","11.1","4.4","1.0","10","160","6.2","3.58194","79.375","1011.36","7.90748","865.7","860.0"
"40766","2010-02-28 00:00:00","1388-12-09 00:00:00","4.3","10.6","1.6","0.0","7","90","7.5","2.56834","70.375","1015.75","7.36202","868.1","865.4"
"40766","2010-03-01 00:00:00","1388-12-10 00:00:00","5.1","10.2","14.2","1.1","12","120","7.6","2.84662","73.625","1013.62","7.5391","866.0","864.0"
"40766","2010-03-02 00:00:00","1388-12-11 00:00:00","4.0","10.0","2.01","1.0","7","110","7.0","2.60528","83.25","1015.32","7.4646","867.7","865.0"
"40766","2010-03-03 00:00:00","1388-12-12 00:00:00","2.0","12.2","0.4","4.9","7","100","7.1","2.83249","74.5","1015.17","7.5006","867.9","863.5"
"40766","2010-03-04 00:00:00","1388-12-13 00:00:00","3.6","10.0","9.6","2.0","9","100","6.8","3.25778","80.875","1012.14","7.7333","868.1","861.1"
"40766","2010-03-05 00:00:00","1388-12-14 00:00:00","-0.5","12.8","0.0","8.8","5","290","6.2","2.22557","75.625","1018.82","7.24683","870.7","868.1"
"40766","2010-03-06 00:00:00","1388-12-15 00:00:00","4.0","18.8","1.0","7.0","7","210","11.4","3.09171","63.0","1018.78","7.78704","871.6","868.2"
"40766","2010-03-07 00:00:00","1388-12-16 00:00:00","2.0","19.2","0.0","8.8","7","260","10.6","0.777626","54.375","1022.26","6.54054","874.7","871.2"
"40766","2010-03-08 00:00:00","1388-12-17 00:00:00","2.5","20.1","0.0","6.2","5","330","11.3","2.82627","61.5","1026.18","7.51663","877.4","874.7"
"40766","2010-03-09 00:00:00","1388-12-18 00:00:00","2.7","23.0","0.0","7.3","4","130","12.9","4.82149","68.625","1026.49","8.70094","878.2","875.2"
"40766","2010-03-10 00:00:00","1388-12-19 00:00:00","6.0","24.5","0.0","6.2","7","210","15.3","3.57451","49.375","1024.21","7.9608","875.9","873.5"
"40766","2010-03-11 00:00:00","1388-12-20 00:00:00","11.9","24.2","0.0","4.6","6","280","18.0","2.73893","39.375","1024.12","7.48485","876.0","873.3"
"40766","2010-03-12 00:00:00","1388-12-21 00:00:00","5.8","26.0","0.0","5.2","8","270","15.9","4.9324","54.5","1024.57","8.71445","876.6","873.6"
"40766","2010-03-13 00:00:00","1388-12-22 00:00:00","10.0","24.7","0.0","6.8","7","210","17.4","1.56204","33.5","1021.69","6.89399","873.7","871.0"
"40766","2010-03-14 00:00:00","1388-12-23 00:00:00","13.8","24.6","0.0","7.0","8","210","19.2","-1.46573","22.75","1019.7","5.55646","871.1","870.0"
"40766","2010-03-15 00:00:00","1388-12-24 00:00:00","17.6","26.4","0.0","9.8","9","190","22.0","-2.46925","20.625","1019.39","5.17446","871.2","869.8"
"40766","2010-03-16 00:00:00","1388-12-25 00:00:00","16.1","26.0","0.0","6.1","10","180","21.0","-1.1192","22.625","1016.12","5.70066","868.4","865.4"
"40766","2010-03-17 00:00:00","1388-12-26 00:00:00","11.8","20.4","0.0","0.3","7","280","16.1","4.42721","44.75","1018.46","8.40958","870.1","868.4"
"40766","2010-03-18 00:00:00","1388-12-27 00:00:00","12.8","20.5","0.1","0.0","20","180","16.6","5.14474","48.875","1016.12","8.94136","869.0","865.1"
"40766","2010-03-19 00:00:00","1388-12-28 00:00:00","5.8","15.6","5.0","2.3","7","310","10.7","1.06025","55.875","1018.99","6.64037","871.2","867.3"
"40766","2010-03-20 00:00:00","1388-12-29 00:00:00","-0.1","19.3","0.0","9.5","8","170","9.6","-0.381393","57.125","1020.21","6.07231","872.0","869.8"
"40766","2010-03-21 00:00:00","1389-01-01 00:00:00","5.0","14.3","0.0","8.4","8","290","9.6","-3.54625","47.125","1021.65","4.80065","874.5","870.6"
"40766","2010-03-22 00:00:00","1389-01-02 00:00:00","-1.8","17.4","0.0","11.0","5","130","7.8","-3.56329","52.25","1021.68","4.70934","874.2","870.4"
"40766","2010-03-23 00:00:00","1389-01-03 00:00:00","-2.8","17.9","0.0","6.7","3","190","7.5","-1.95136","52.25","1018.65","5.40448","871.6","868.3"
"40766","2010-03-24 00:00:00","1389-01-04 00:00:00","4.8","15.9","0.0","0.0","6","140","10.4","3.58756","66.0","1018.51","7.96962","870.3","868.1"
"40766","2010-03-25 00:00:00","1389-01-05 00:00:00","7.6","16.8","2.4","2.5","2","90","12.2","7.5111","83.25","1018.35","10.3927","870.2","868.4"
"40766","2010-03-26 00:00:00","1389-01-06 00:00:00","4.0","18.2","3.0","2.2","8","70","11.1","6.41067","74.875","1015.21","9.73777","868.8","864.6"
"40766","2010-03-27 00:00:00","1389-01-07 00:00:00","9.0","17.8","7.0","4.7","13","90","13.4","3.15317","51.875","1011.34","7.75616","865.6","861.1"
"40766","2010-03-28 00:00:00","1389-01-08 00:00:00","7.4","14.8","0.01","1.1","8","140","11.1","3.48067","58.5","1015.11","7.8595","869.4","864.7"
"40766","2010-03-29 00:00:00","1389-01-09 00:00:00","7.0","19.2","0.0","9.4","6","290","13.1","4.71095","59.5","1020.6","8.55659","872.5","870.1"
"40766","2010-03-30 00:00:00","1389-01-10 00:00:00","3.0","20.0","0.0","9.0","9","290","11.5","4.11298","62.5","1020.6","8.30452","872.9","869.6"
"40766","2010-03-31 00:00:00","1389-01-11 00:00:00","6.4","18.6","12.0","10.6","8","260","12.5","3.56426","63.125","1019.77","7.97896","872.0","869.5"
"40766","2010-04-01 00:00:00","1389-01-12 00:00:00","3.2","16.1","0.0","10.0","7","280","9.7","1.5813","61.125","1020.3","6.85333","871.6","870.2"
"40766","2010-04-02 00:00:00","1389-01-13 00:00:00","3.0","19.0","0.0","10.5","8","290","11.0","1.60148","55.0","1019.74","6.87279","871.9","869.2"
"40766","2010-04-03 00:00:00","1389-01-14 00:00:00","1.2","21.4","0.0","9.6","5","280","11.3","2.46761","59.0","1020.91","7.38637","873.1","870.4"
"40766","2010-04-04 00:00:00","1389-01-15 00:00:00","3.0","24.6","0.0","8.2","10","230","13.8","2.62717","49.25","1020.6","7.45145","872.2","870.8"
"40766","2010-04-05 00:00:00","1389-01-16 00:00:00","6.8","22.8","0.3","1.7","7","120","14.8","4.77774","54.75","1020.3","8.74425","872.6","869.9"
"40766","2010-04-06 00:00:00","1389-01-17 00:00:00","5.6","22.4","0.8","8.2","10","290","14.0","7.13494","74.0","1018.98","10.1704","871.2","867.9"
"40766","2010-04-07 00:00:00","1389-01-18 00:00:00","3.8","22.5","2.0","5.5","7","230","13.1","7.71332","73.0","1018.82","10.6425","871.0","868.7"
"40766","2010-04-08 00:00:00","1389-01-19 00:00:00","11.9","21.4","8.2","2.7","11","110","16.6","8.82368","64.5","1018.24","11.3675","870.4","866.5"
"40766","2010-04-09 00:00:00","1389-01-20 00:00:00","12.6","21.4","0.51","0.0","8","310","17.0","7.7899","61.25","1015.88","10.8392","868.3","866.3"
"40766","2010-04-10 00:00:00","1389-01-21 00:00:00","2.2","18.2","0.0","10.6","8","240","10.2","1.53438","56.0","1016.49","6.83272","868.9","866.6"
"40766","2010-04-11 00:00:00","1389-01-22 00:00:00","1.0","19.6","0.0","7.5","5","320","10.3","2.01283","55.875","1018.45","7.14619","870.1","868.0"
"40766","2010-04-12 00:00:00","1389-01-23 00:00:00","5.8","23.1","0.0","0.7","10","190","14.5","5.2234","55.0","1016.55","8.95971","869.6","865.3"
"40766","2010-04-13 00:00:00","1389-01-24 00:00:00","9.0","20.4","7.21","6.3","7","240","14.7","8.11681","74.5","1015.66","10.833","867.5","866.4"
"40766","2010-04-14 00:00:00","1389-01-25 00:00:00","4.6","20.8","0.0","8.6","5","290","12.7","5.85091","67.0","1017.48","9.3677","870.0","867.1"
"40766","2010-04-15 00:00:00","1389-01-26 00:00:00","4.5","22.6","0.0","10.0","6","230","13.6","5.63069","63.125","1019.47","9.20324","871.2","869.6"
"40766","2010-04-16 00:00:00","1389-01-27 00:00:00","3.6","24.4","0.0","10.9","6","200","14.0","5.18273","59.5","1020.07","8.88137","872.5","869.9"
"40766","2010-04-17 00:00:00","1389-01-28 00:00:00","4.6","23.5","5.0","6.0","7","290","14.1","7.70169","74.375","1017.95","10.6545","870.3","865.6"
"40766","2010-04-18 00:00:00","1389-01-29 00:00:00","9.6","17.6","12.0","3.2","6","280","13.6","9.23973","85.25","1016.69","11.7075","868.5","867.4"
"40766","2010-04-19 00:00:00","1389-01-30 00:00:00","7.0","21.2","0.6","10.4","6","300","14.1","8.67394","72.25","1018.01","11.2619","870.0","868.2"
"40766","2010-04-20 00:00:00","1389-01-31 00:00:00","7.4","22.1","0.0","10.6","10","290","14.8","7.13215","63.375","1017.44","10.1481","869.7","867.4"
"40766","2010-04-21 00:00:00","1389-02-01 00:00:00","5.5","24.1","0.0","8.0","4","290","14.8","7.07252","62.625","1015.17","10.1427","867.8","865.6"
"40766","2010-04-22 00:00:00","1389-02-02 00:00:00","10.4","26.2","12.0","2.6","20","240","18.3","9.57739","63.5","1013.89","12.0078","867.7","863.5"
"40766","2010-04-23 00:00:00","1389-02-03 00:00:00","11.4","20.2","16.0","0.5","13","300","15.8","10.2866","81.875","1015.22","12.5304","868.1","865.4"
"40766","2010-04-24 00:00:00","1389-02-04 00:00:00","7.4","20.2","0.0","11.5","7","300","13.8","6.37722","67.75","1018.21","9.75073","870.2","867.6"
"40766","2010-04-25 00:00:00","1389-02-05 00:00:00","4.4","19.3","0.0","11.3","7","320","11.8","4.47279","61.5","1018.88","8.46165","870.3","869.0"
"40766","2010-04-26 00:00:00","1389-02-06 00:00:00","4.2","22.4","0.0","10.0","5","210","13.3","4.97821","60.875","1019.16","8.76142","870.6","869.6"
"40766","2010-04-27 00:00:00","1389-02-07 00:00:00","5.8","23.6","0.0","11.3","4","300","14.7","6.13641","57.75","1020.06","9.52778","871.9","870.2"
"40766","2010-04-28 00:00:00","1389-02-08 00:00:00","11.4","24.6","2.0","8.6","14","280","18.0","8.40541","57.625","1018.29","11.1121","870.9","866.2"
"40766","2010-04-29 00:00:00","1389-02-09 00:00:00","10.8","25.1","6.0","9.6","8","280","18.0","9.14854","64.0","1013.75","11.7038","866.4","864.1"
"40766","2010-04-30 00:00:00","1389-02-10 00:00:00","6.8","23.3","0.0","7.2","5","290","15.0","5.82629","56.25","1016.1","9.2921","868.8","866.4"
"40766","2010-05-01 00:00:00","1389-02-11 00:00:00","12.6","21.3","1.4","3.8","8","110","17.0","9.3596","69.0","1018.83","11.8135","872.1","868.4"
"40766","2010-05-02 00:00:00","1389-02-12 00:00:00","12.0","17.2","23.1","1.5","10","280","14.6","10.8859","84.0","1014.34","13.1221","868.5","864.6"
"40766","2010-05-03 00:00:00","1389-02-13 00:00:00","6.6","17.2","11.0","5.3","9","310","11.9","7.66695","77.125","1016.66","10.5107","868.5","867.5"
"40766","2010-05-04 00:00:00","1389-02-14 00:00:00","6.2","19.0","0.21","8.0","8","180","12.6","6.63224","70.625","1016.16","9.7892","868.0","867.0"
"40766","2010-05-05 00:00:00","1389-02-15 00:00:00","3.8","19.1","0.0","10.2","8","290","11.4","5.21638","66.0","1015.68","8.89797","867.6","866.6"
"40766","2010-05-06 00:00:00","1389-02-16 00:00:00","3.2","20.4","2.01","7.7","10","270","11.8","6.97501","73.75","1015.52","10.097","867.4","866.2"
"40766","2010-05-07 00:00:00","1389-02-17 00:00:00","4.6","23.0","0.4","8.6","5","300","13.8","6.87245","68.125","1014.61","10.0285","867.3","864.9"
"40766","2010-05-08 00:00:00","1389-02-18 00:00:00","7.0","23.9","0.0","11.3","7","280","15.4","6.44596","57.0","1015.25","9.69022","867.6","865.6"
"40766","2010-05-09 00:00:00","1389-02-19 00:00:00","6.7","27.2","0.0","11.6","4","270","17.0","7.66208","54.625","1015.14","10.5243","867.7","865.3"
"40766","2010-05-10 00:00:00","1389-02-20 00:00:00","14.2","27.9","0.0","2.9","9","210","21.0","5.77532","40.5","1013.75","9.28146","866.6","864.5"
"40766","2010-05-11 00:00:00","1389-02-21 00:00:00","9.2","27.2","0.0","2.2","6","140","18.2","8.6046","55.75","1016.55","11.2771","868.6","867.0"
"40766","2010-05-12 00:00:00","1389-02-22 00:00:00","14.4","29.6","0.6","2.1","10","90","22.0","8.88578","47.375","1017.94","11.4373","870.4","867.9"
"40766","2010-05-13 00:00:00","1389-02-23 00:00:00","12.0","30.1","0.0","2.8","7","150","21.0","8.74012","50.375","1017.68","11.3124","869.3","868.0"
"40766","2010-05-14 00:00:00","1389-02-24 00:00:00","14.0","28.6","3.1","0.0","7","260","21.3","9.95065","62.875","1017.9","12.2981","869.7","866.5"
"40766","2010-05-15 00:00:00","1389-02-25 00:00:00","8.2","27.2","0.0","7.1","9","290","17.7","9.51218","64.125","1016.67","11.9481","869.5","866.5"
"40766","2010-05-16 00:00:00","1389-02-26 00:00:00","8.2","28.4","0.0","11.3","5","280","18.3","7.53373","53.125","1015.18","10.4274","867.4","866.0"
"40766","2010-05-17 00:00:00","1389-02-27 00:00:00","9.8","29.7","0.0","10.0","7","290","19.8","8.36108","47.875","1016.16","11.0433","868.2","866.7"
"40766","2010-05-18 00:00:00","1389-02-28 00:00:00","14.2","29.1","0.0","1.9","13","280","21.6","6.73605","43.375","1018.81","10.0321","871.4","868.0"
"40766","2010-05-19 00:00:00","1389-02-29 00:00:00","12.2","30.5","0.0","0.0","6","230","21.4","8.19939","42.0","1018.05","10.8922","870.8","867.4"
"40766","2010-05-20 00:00:00","1389-02-30 00:00:00","19.0","29.6","0.0","0.0","6","250","24.3","4.40575","34.0","1015.89","8.70219","868.3","866.2"
"40766","2010-05-21 00:00:00","1389-02-31 00:00:00","8.6","27.2","0.0","11.6","9","290","17.9","1.89734","35.75","1015.48","7.11078","867.7","866.0"
"40766","2010-05-22 00:00:00","1389-03-01 00:00:00","7.0","27.6","0.0","11.5","6","340","17.3","2.01277","36.75","1017.13","7.17668","869.3","867.5"
"40766","2010-05-23 00:00:00","1389-03-02 00:00:00","8.2","29.8","0.0","10.6","7","270","19.0","3.48313","38.375","1016.64","7.92686","870.0","866.0"
"40766","2010-05-24 00:00:00","1389-03-03 00:00:00","13.4","31.2","0.0","9.4","9","320","22.3","0.637765","30.375","1014.73","6.83754","867.3","865.4"
"40766","2010-05-25 00:00:00","1389-03-04 00:00:00","10.2","27.6","0.0","11.6","5","290","18.9","-0.692527","30.375","1017.43","5.88091","869.7","867.1"
"40766","2010-05-26 00:00:00","1389-03-05 00:00:00","7.6","30.0","0.0","12.4","7","300","18.8","0.557351","32.25","1017.6","6.41766","869.2","868.2"
"40766","2010-05-27 00:00:00","1389-03-06 00:00:00","6.4","30.6","0.0","12.7","6","290","18.5","0.746577","31.125","1018.08","6.52916","870.4","867.9"
"40766","2010-05-28 00:00:00","1389-03-07 00:00:00","9.0","33.8","0.0","11.8","7","290","21.4","2.41647","31.5","1016.53","7.28601","868.9","866.4"
"40766","2010-05-29 00:00:00","1389-03-08 00:00:00","12.0","33.2","0.1","5.5","10","190","22.6","2.64879","27.125","1015.25","7.4394","867.4","865.9"
"40766","2010-05-30 00:00:00","1389-03-09 00:00:00","14.6","29.0","0.0","8.6","5","340","21.8","3.9019","32.625","1016.01","8.10869","867.9","866.3"
"40766","2010-05-31 00:00:00","1389-03-10 00:00:00","10.2","31.0","0.0","11.1","6","310","20.6","4.2684","36.125","1017.2","8.36392","869.5","867.6"
"40766","2010-06-01 00:00:00","1389-03-11 00:00:00","11.2","33.1","0.0","12.0","4","300","22.1","4.21517","33.5","1017.18","8.32516","870.3","867.2"
"40766","2010-06-02 00:00:00","1389-03-12 00:00:00","13.8","35.7","0.0","12.0","6","100","24.8","3.28591","27.5","1016.25","7.86351","868.5","866.4"
"40766","2010-06-03 00:00:00","1389-03-13 00:00:00","13.0","36.9","0.0","12.1","5","30","25.0","2.02142","25.125","1018.01","7.16242","870.0","868.0"
"40766","2010-06-04 00:00:00","1389-03-14 00:00:00","12.2","37.9","0.0","12.3","4","280","25.1","2.63598","22.75","1018.35","7.43925","871.1","867.8"
"40766","2010-06-05 00:00:00","1389-03-15 00:00:00","16.4","37.8","0.0","8.0","10","320","27.1","3.31795","24.75","1016.37","7.78892","868.6","865.7"
"40766","2010-06-06 00:00:00","1389-03-16 00:00:00","14.0","35.8","0.0","12.4","6","100","24.9","5.36072","28.25","1013.42","8.953","866.9","863.0"
"40766","2010-06-07 00:00:00","1389-03-17 00:00:00","16.4","37.0","0.0","9.7","9","300","26.7","4.57938","26.125","1012.1","8.53235","865.1","862.1"
"40766","2010-06-08 00:00:00","1389-03-18 00:00:00","17.7","32.0","0.0","10.9","11","280","24.9","1.84787","22.875","1015.48","7.03111","867.9","865.1"
"40766","2010-06-09 00:00:00","1389-03-19 00:00:00","13.8","33.7","0.0","8.8","7","270","23.8","2.14259","24.625","1015.54","7.15052","868.5","865.3"
"40766","2010-06-10 00:00:00","1389-03-20 00:00:00","15.5","35.0","0.0","11.6","8","250","25.3","-2.11292","18.5","1015.32","5.52613","868.2","865.1"
"40766","2010-06-11 00:00:00","1389-03-21 00:00:00","10.1","35.7","0.0","12.3","7","310","22.9","0.122453","21.875","1016.83","6.26962","868.7","867.3"
"40766","2010-06-12 00:00:00","1389-03-22 00:00:00","14.4","37.0","0.0","11.4","8","300","25.7","1.44024","22.0","1017.65","6.81294","869.8","867.8"
"40766","2010-06-13 00:00:00","1389-03-23 00:00:00","15.0","39.0","0.0","12.4","8","280","27.0","-2.2334","17.125","1017.21","5.39179","869.8","867.3"
"40766","2010-06-14 00:00:00","1389-03-24 00:00:00","13.0","39.7","0.0","12.4","5","290","26.4","-1.37174","16.375","1015.96","5.6205","868.8","865.6"
"40766","2010-06-15 00:00:00","1389-03-25 00:00:00","16.6","40.2","0.0","10.2","6","140","28.4","2.21943","19.25","1013.39","7.26104","866.8","863.1"
"40766","2010-06-16 00:00:00","1389-03-26 00:00:00","17.4","38.9","0.0","8.6","19","270","28.2","2.14285","20.625","1012.17","7.38814","865.3","863.0"
"40766","2010-06-17 00:00:00","1389-03-27 00:00:00","16.0","35.3","0.0","12.2","8","270","25.6","2.78521","23.75","1010.21","7.53438","863.4","860.4"
"40766","2010-06-18 00:00:00","1389-03-28 00:00:00","15.5","35.1","0.0","11.8","7","250","25.3","3.38456","23.75","1011.31","7.81131","864.6","862.2"
